"lingua","proverbio","interpretacao"
"Kikongo","Iwakila mbuta nkangu wamwangana","Elimina o chefe e o povo dispersar-se-á. «Ferirei o pastor, e as ovelhas do rebanho se dispersarão». (S. Mat. 26:31). O chefe é a cabeça do grupo e o grupo, como o corpo, não pode passar sem a cabeça. «Onde não há chefe, não há nem iniciativa nem autoridade»."
"Kikongo","Makasi ka matumwanga ko, lemberelwa malembekelwangwa","Não se incita a cólera, deve, pelo contrário, ser acalmada. «Não se deve deitar o óleo no fogo para abrandá-lo ou, ainda menos, para apagá-lo»."
"Kikongo","Makasi ka matunganga ko, vonda kaka mavondanga","A ira não constrói, destrói sempre. A ira é uma má conselheira. «Vale mais o jeito do que a força»."
"Kikongo","Makinu ma mbuta muntu ka mananganga ko","A dança de um mais velho não demora muito tempo. A alegria dos velhos é moderada pela força da sua idade.  Deve-se respeitar a fraqueza dos mais velhos."
"Kikongo","Makoko mole ma nsusu ka makokwelanga sanza dimosiko","Dois galos não cantam na mesma capoeira. Duas pessoas rivais não podem partilhar pacificamente um mesmo espaço."
"Kikongo","Makuka menda, madinga masala","Passem as águas de cima, que as do fundo fiquem. Que os menos interessados no assunto partam, fiquem os mais interessados. «O barco passa, a margem fica» (Prov.Cambojano — Rosa Sha)."
"Kikongo","Makuku matatu ma vilanga kinzu","A lareira onde cose a panela é feita de três pedras (ou peças). «Os deuses amam os números ímpares» (Virgile). «Todas as boas coisas vão por três» (Thomas Usk)."
"Kikongo","Malafu (malavu) mavitanga ma yeye, masukininanga makoila","O vinho da primeira colheita é fraco, o que segue é maduro (forte). Todo início é modesto, o fim coroa a obra."
"Kikongo","Malavu n'kinisi a mewidi","O vinho faz dançar um viúvo ou uma viúva. Pois quem bebe durante o luto afoga a sua tristeza no vinho."
"Kikongo","Malongi meto i nkut'aleke mu nzila ki mbuta","Os nossos conselhos são o mantimento da juventude no caminho do crescimento.  Uma boa instrução prepara a juventude no caminho da sabedoria para uma boa velhice sem muitos remorsos. «Quem não ouve conselhos não chega a velho»."
"Kikongo","Malu mavundanga, nwa ka uvundanga ko","Os pés podem repousar de ter andado muito, ao passo que a boca não descansa de ter falado muito. O provérbio quer dizer que depois de uma viagem, o viajante deve contar os factos da viagem  sem pretexto de remeter-se do cansaço de ter muito andado. «Os pés cansem-se de andar, a boca nunca se cansa de falar»."
"Kikongo","Mambu ma nzo nkweno ka malandwanga ko","Não se deve interferir nos assuntos da casa alheia. «Respeite a casa alheia e a sua respeitada será também»."
"Kikongo","Mamona nambambi i mamona na valankukutu","O que aguenta o iguano é o que atura o lagarto. Quando um mesmo mal é compartilhado com uma pessoa é mais tolerável que um quinhão de um só indivíduo. «O que não tem remédio, remediado está»."
"Kikongo","Mamona mbwa mafwila ku mbundu","Tudo de bom ou de mal que o cão vê, ele enterra-o no seu coração. O provérbio refere-se a pessoas com a capacidade de sofrimento para receber com a equanimidade o bem e o mal que os outros lhe fazem."
"Kikongo","Mansanga ye nzil andi, bombo ye nzil' andi","As lágrimas têm as suas condutas de saída, os mucos têm também os seus. Diz-se de duas coisas que não se devem misturar ou fazer ao mesmo tempo."
"Kikongo","Masangu dyamo ye nkwa meno, dyambu vova dyo ye nkwa meso ye matu (masangu undy ye nkwa meno, dyambwa umvovi ye nkwa ntona ye ngindu)","Coma o milho com quem tem dentes, discute um problema com quem tem juízo. Como não se come milho com uma pessoa desdentada, também não se pode entender-se com alguém desajuizado."
"Kikongo","Maté mataukidi ka mavutukanga dyaka mu nwa ko","A saliva cuspida no chão não pode voltar na boca. Na vida, é impossível voltar por traz. «O que é feito é feito», e dai: «o que é prometido é devido»."
"Kikongo","Maté ye nzil' andi, bombo ye nzil andi","A saliva tem o seu caminho, o ranho tem também o seu.  O provérbio indica que cada coisa tem um tratamento apropriado, diferente do das outras matérias do corpo."
"Kikongo","Matu ka mawanga kole ko (mambu mole ko)","As orelhas (os ouvidos) não escutam duas conversas. O homem não pode ser tudo ouvidos para mais de uma conversa."
"Kikongo","Matu kana malevele ka malendi luta ntu ko","Por mais compridas que sejam, as orelhas não podem ultrapassar a cabeça. A experiência do adulto ultrapassa os conhecimentos teóricos do jovem."
"Kikongo","Matu mole matoma ngwilu","Dois ouvidos entendem melhor do que um só. O provérbio quer dizer que ouvir com dois ouvidos é ouvir com muita atenção: é o mesmo dizer que «dois valem mais do que um só»."
"Kikongo","Mavilukidi vwete nzole","A mudança vestiu-se de ráfia ou a vida mudou de roupagem. Este provérbio refere-se a uma reviravolta de uma situação que toma bruscamente um novo rumo diametralmente oposta à primaria."
"Kikongo","Mavuta ndya lumbu kya sima mo","A batata-doce come-se só no tempo da sua colheita. «Cada coisa no seu devido tempo»."
"Kikongo","Mawulu ma mbanza tima zikila","Os buracos da aldeia ou cidade cavam-se e tapam-se constantemente. Os problemas sociais pôem-se e resolvem-se constantemente."
"Kikongo","Ma wunu matuzeye","MA MBAZI KATUZEYE MO KO. Sabemos os acontecimentos de hoje, mas não os de amanhã «Sabemos o presente, mas não o futuro»."
"Kikongo","Maza mateka mbuta mayukuta","A àgua buscada por um adulto mata a sede. Esta máxima subentende uma comparação entre a quantidade de àgua trazida da fonte por um jovem e a que um adulto pode trazer, por  ter mais força do que o jovem. «A acção de um adulto satisfaz mais do que a do jovem»."
"Kikongo","Maza matyakukidi ka makukakananga ko","A água derramada não pode mais ser recolhida. «O que não tem remédio remediado está». «A chose faite point de remêde»."
"Kikongo","Mazowa nsambwadi matananga kiula, ngeye kana wasimbisa lukitukidi se mazowa nana","Sete tolos estão a esfolar um sapo, se você os ajudar, torna-se o oitavo. «Diz-me com quem andas, dir-te-ei quem tu és»."
"Kikongo","Mbãlu a ntima i ngolo za muntu a mbi","A crueldade é a força do homem mau. Muitas vezes a vingança entre os homens torna-se implacável por causa da dureza dos seus corações."
"Kikongo","Mbambiza nankayi: mu meso ukimwenene, mu matu ukiwididi nanga vo ngangu zikonda","Eis os chifres do antílope: tu os vês com os teus olhos, ouves com as tuas orelhas o que deles se diz, a não ser que tu sejas ignorante.  O provérbio é a conclusão de um conto de um caçador que perseguia um antílope ferido. Na sua fuga, o animal encontrou uma lavradora e pediu-lhe protecção.  Esta escondeu-o num buraco e encobriu-o com alguns ramos de árvore mas deixou os chifres do animal visíveis fora do buraco. Ao caçador que lhe perguntou se não tinha visto um antílope passar por aí, a lavradora mostrou-lhe  os chifres e explicou-lhe claramente dizendo: «estes são os chifres do antilope, tu os vês com os teus próprios olhos, e ouves com os tuas próprias orelhas o facio explicado por mim própria, só um ignorante que pode não me compreender».   Efectivamente, o caçador não compreendeu essa explicação, e tendo achado a lavradora maluca, desistiu e arrepiou caminho. Mas a lavradora, incompreendida, foi a mais surpreendida e concluiu que o mundo está cheio de pessoas que, tendo olhos não vêem,   tendo ouvidos não ouvem, nem percebem mesmo o que é evidente e salta à vista de todos.   É realmente uma pena!"
"Kikongo","182 mbangala nene mu nsweki a nzingu","Um grande bastão é uma arma dissuasiva, que inibe uma luta de ter lugar ou de continuar.  «Uma arma poderosa é um meio dissuasório contra as ameaças de guerra ou de luta de pequena ou média dimensão». «Um pequeno fogo é extinguido por um grande fogo»"
"Kikongo","Mbasi a mfumu i mfumu","O representante do chefe é chefe. «O servo do rei é rei» (Prov. Judaico — Rosa Sha)."
"Kikongo","Mbat'a mbuta kana ku lumoso itwidi","A bofetada de um adulto, mesmo pela mão esquerda, é retumbante, A lição dum velho é rica de experiência mesmo quando é dada sem habilidade."
"Kikongo","Mbele amewa meno yele betela ye kati dyawola","A faca do desdentado coincidiu com o fígado apodrido, facil a comer. Este provérbio é utilizado quando as condições de uma pessoa são idênticas com  as de uma outra com que ela deve lidar."
"Kikongo","Mbele kanda luketo nwenga","A espada da autoridade familiar usa as ancas. A responsabilidade familiar usa e cança o chefe."
"Kikongo","Mbele ka izeye mfumu andi ko","Uma faca não conhece o seu mestre para o não ferir.  Todo instrumento útil ao homem contém certos riscos e pode tornar-se contra o próprio dono se não for utilizado judiciosamente ou com toda a cautela necessária.  Da mesma maneira, «um feitiço pode virar-se contra o feiticeiro»."
"Kikongo","Mbele yina mu lamba kyaku indwekele","WANA NGEYE KOKO SIDI MO! A faca no teu bolso feriu-me. Isso indica que tu puseste a mão nele. «Quem acusa injustamente alguém que ele próprio ofendeu, acusa-sé indirectamente."
"Kikongo","Mbemba kana zunga, kana zunga, e vundilu mfuma","«Abutre», por mais que volteias, o teu destino final é o bosque. «Não há melhor lugar que a sua casa, a sua terra»."
"Kikongo","Mbende kana katambula mpipa anyikidi tutu","Se o rato do mato andar de noite, será confundido com o rato doméstico. Quando uma pessoa importante anda num meio onde é desconhecida, é considerada como uma pessoa sem valor."
"Kikongo","Mbende sambu kya mwana kya mvondesesa","O rato-mbende expõe-se à morte por causa da sua progenitura. Os pais, em geral, sacrificam a sua vida em prol da dos seus filhos, e especialmente.  O amor materno é magnânimo e similar ao amor divino pelo facto de, com a excepção de algumas, todas as mães estarem prontas a sacrificar a sua vida pela salvaguarda das suas crianças."
"Kikongo","Mbevo kola muns'andi kitetela","Um doente adulto descasca ele próprio a sua cana de açúcar. O doente adulto é o melhor intérprete de seu caso. Um adulto em dificuldade deve saber desenrascar-se ele próprio para resolver os seus problemas."
"Kikongo","Mbevo yelanga ikindanga, yovo ifwanga","Um doente tem duas saídas: curar-se ou morrer. 186 Para qualquer doença, há sempre uma alternativa: a cura ou a morte."
"Kikongo","Mbevo zowa dya nganga","O doente é um joguete dos curandeiros. «Um doente é um menino nas mãos do curandeiro»."
"Kikongo","Mbila dya itomanga, mbila mambu ka itomanga ko","Uma chamada para comer agrada mais do que a chamada para tratar de assuntos. «A prosperidade faz amigos, a adversidade os põe à prova» (Círio)."
"Kikongo","Mbila ku lumbu","VO KA YA DYA KO YA DYAMBU. Uma chamada do chefe: se não for para a comida, pode ser para tratar de um problema importante.  Ganha-se mais em responder a uma chamada do chefe do que rejeitá-la."
"Kikongo","Mbisi kana ibwa va ntoto, ka ilendi konda nkwekeni ko","A carne que cai no chão não pode ficar isenta de estar sujada pelo pó da terra. O provérbio significa que uma boa coisa que passa de boas mãos para as  piores, não pode ficar isenta de ver as suas qualidades alteradas."
"Kikongo","Mbiziya vwa va longa","KA YA VWA MU MFUTA KO. A carne acaba no prata, mas não na mata. «Todos os bens estão na natureza, pois existem em abundância animais na floresta e peixe no rio e no mar, pelo que não devemos nos desavir do que vier a faltar em quantidade no prato de hoje.»."
"Kikongo","Mboma ndongo: fwa mu kala (nsungi à mbangala), futumuka mu sivu (nsungi a mvula)","A Jibóa Ndongo morre na estação seca, ressuscita na  estação chuvosa. Este provérbio aplica-se a pessoas que experimentam ciclicamente períodos de vacas magras, em que estão em apuros e se   eclipsam da sociedade, seguidos de períodos de vacas gordas, em que o destino lhes faz o benefício de renascer e se erguer de novo na sociedade."
"Kikongo","Mbote fumbama ka toloka ko","Melhor vergar do que quebrar. «Entre dois males, escolhe-se o menor e entre dois bens, escolhe-se o melhor»."
"Kikongo","Mbote mu yindula mpasi mu ntangw'akiese, zilenda kuvana ngolo mu vang'oma mbote, ka yindula kiese mu ntangw'a mpasi ko zilenda kudimbulwes'e vuvu kia kwenda ku ntwala","Vale mais relembrar os tempos de sofrimento nos tempos de felicidade do que relembrar os tempos de felicidade no meio da miséria. A relembrança dos tempos de sofrimento tempera os excessos  dos tempos da felicidade, ao passo que a relembrança dos tempos de felicidade agrava ainda a miséria do momento. «Não há maior dor que de relembrar, no seio da miséria, os tempos da felicidade» (Dante — in «A Divina Comédia»)."
"Kikongo","Mbote mwana kafwila va moko ma se ye ngudi andi","KANA KAFWILA VA MOKO MA MUNTU NKAKA, FIN'A MFININI YOVO VOND'AMVONDELE. É sofrível que uma criança morra no colo dos pais. Se morrer nos braços alheios, dir-se-á que «ela foi sufocada».  Quando a chávena é partida pela dona da casa, não se ouve nada."
"Kikongo","Mbote wamona makasi ma mbi in'avenge ka mu mona mpasi ko zina zilenda tuka mu nlandw'a kunda","Vale mais irar-se pela ofensa sofrida do que arrepender-se do sofrimento moral derivado de um acto de vingança.  «É melhor passar a noite com a cólera da ofensa recebida do que com o arrependimento da vingança» (Prov, Persa - Rosa Sha)."
"Kikongo","Mbote wasukinina kansi ku kondi ko","Vale mais tarde.do nunca. Cumprir uma tarefa mais tarde é melhor do que nunca."
"Kikongo","Mbote toloka ka fumbama ko","Vale mais quebrar do que vergar. Este provérbio marca a preferência de se gastar pelo uso que ficar enferrujado pela inactividade."
"Kikongo","Mbote ye mbi tuvanganga zikutuvutukilanga yeto mosi, yovo kw'an'eto,a, yovo kw'atekelo eto, konda kwa zaya wo","O bem e o mal que fazemos, voltam-nos, tarde ou cedo, a nós próprios, aos nossos filhos e/ou nossos netos,  sem o sabermos."
"Kikongo","Mbundu a kimbuta nsongo","O coração do homem responsável sofre de dores de parto. A responsabilidade de um homem adulto é fonte de aborrecimentos dolorosos como os de um parto laborioso."
