"NUNGA MBI MUMBOTE, KUVUTUDI MBI MUMBI KO,",Portuguese
"Vence o mal pelo bem, nao vence o mal pelo mal.",Portuguese
"«Não te deixes vencer do mal, mas vence o mal com o bem» (Romanos 12:21).",Portuguese
bien» (Romains 12:21),Portuguese
"NUNU TEKELE MAZA NGANGU KU KILEKA ZASALA, YOVO (Variante):",Portuguese
NUNU TEKELE NKUNI NGANGU KUKILEKA ZASALA.,Portuguese
desajuizado na sua juventude.,Portuguese
"«Mocidade ociosa, velhice vergonhosa».",Portuguese
"«Jeunesse oisive, vieillesse honteuse».",Portuguese
"«Idle youth, painful old age».",Portuguese
280,Portuguese
"NWA KAKALA YE MPAMBU KO, VILAKANU YI MPAMBU ZANDI.",Portuguese
mal compreendido se não forem corrigidos oportunamente.,Portuguese
ed opportunely.,Portuguese
"NWA KANA UTEKITA, MAMBU MAMANISI.",Portuguese
«Um chefe tem apenas uma palavra e não deve ser versátil».,Portuguese
NWA UVUNANGA KAUVIMBANGA KO.,Portuguese
281,Portuguese
cão aproxima-se do prato» (prov.Árabe).,Portuguese
other pretenders.,Portuguese
NYOKA YE MPUKU KALENDI LEKA NWA MOSIKO.,Portuguese
"NZALA VISA KAVISANGA, KAVODISANGA KO YOVO: NZALA VISA",Portuguese
KAVODISA KO.,Portuguese
(Provérbio Escandinavo — R. Sha).,Portuguese
(Prov. Escandinave — R. Sha). ',Portuguese
cool» (Scandinavian prov. — R. Sha).,Portuguese
NZAMBA KAZITILANGA NKATI ANDIKO.,Portuguese
O elefante não se cansa do peso da sua tromba.,Portuguese
282,Portuguese
(Marco Aurélio).,Portuguese
Aurêle).,Portuguese
cus Aurelijus).,Portuguese
"NZAMBA WABWISA KYAMVU, MFINGI WAKALA VANA NDAMBU WA",Portuguese
KISEMA YE VOYA VO: «MONO YE NZAMBA TUBWISIDI E KYAMVU»!,Portuguese
«O cobarde cobre-se com o escudo do corajoso» (Prov. Malaio — R. Sha).,Portuguese
"KADIDI KYO KO, FWA KAKA.",Portuguese
tanto os inocentes como os responsáveis.,Portuguese
283,Portuguese
NZAMBI KADYANGA IYOLEKO.,Portuguese
Deus não castiga duas vezes uma mesma pessoa.,Portuguese
"«Quando Deus fecha uma porta, ele abra mil outras» (Prov. Grego — Rosa Sha).",Portuguese
«O raio não se abate duas vezes sobre uma mesma árvore».,Portuguese
NZAMBI MUNTU KASADILANGA.,Portuguese
Deus trabalha através do homem.,Portuguese
sua semelhança» (Gen.1:26).,Portuguese
semblance» (Gén.1:26).,Portuguese
God works through man.,Portuguese
"NZAMBI UNSADISA, NGEYE MOSI MPE UKISADISI. (NZAMBI",Portuguese
Dieu aide-moi ! Aide-toi toi-même aussi.,Portuguese
God help me ! Help yourself also.,Portuguese
«God helps those who help themselves».,Portuguese
KW'ATANTU AME.,Portuguese
"Deus guarda-me contra os meus amigos, dos meus inimigos cuidar-me-ei eu",Portuguese
próprio.,Portuguese
284,Portuguese
certos sacrifícios da vida.,Portuguese
NZAZI KADYANGA NTI MBALA ZOLE KO.,Portuguese
NZAZI UZOLANGA BA DIWUTANGA MALAVU MAMBOTE.,Portuguese
"NZENZA KANWANI KO, NGOLU KUNA NSI ANDI KUKASISA ZO E?",Portuguese
O homem deve defender os seus direitos em qualquer país ou lugar onde estiver.,Portuguese
NZENZA VONDA VALANGL E SAWU NTUNGI USONGA DYO.,Portuguese
Uma pessoa convidada não pode pretender resolver um problema sem ser devida-,Portuguese
mente informada pelo dono do assunto.,Portuguese
285,Portuguese
"NZENZE, KAFUSILANGA VANDA KO.",Portuguese
É um grilo! não se enterra muito longe.,Portuguese
him.,Portuguese
"NZILA N'DIMBA DIYATOMENA: NTELA FWANANA YE NYANGA,",Portuguese
nho do homem ajustam-se:jus-jus-justamente!,Portuguese
preensão mútua dos dois grupos em discussão.,Portuguese
"NZIMBU KANA SADILA ZO MANISA ZIMANISANGA, NGANGU KANA",Portuguese
SADILA ZO YIKAMA ZIYIKAMANGA.,Portuguese
"usado, aumenta ou aperfeiçoa-se.",Portuguese
canga no pescoço» (Prov. Persa — R. Sha).,Portuguese
comu» (Prov. Persan -R. Sha).,Portuguese
286,Portuguese
(Persian proverb — R. Sha).,Portuguese
"NZIMBU KOSALA KO VEVOMOKA ZIVEVOMOKANGA,",Portuguese
O dinheiro não ganho por seus próprios esforços voa com o vento.,Portuguese
Quem tem dinheiro não recua perante qualquer oportunidade para: satisfazer,Portuguese
todos os seus gostos e necessidades.,Portuguese
true.,Portuguese
sobrinhos e sobrinhas o conheçam. .,Portuguese
"membros da família desconhecidos ou estrangeiros entre si, «Longe da vista,",Portuguese
287,Portuguese
Uma grande casa desfaz-se pela goteira (pela borda).,Portuguese
cent».,Portuguese
saves nine».,Portuguese
faut ressembler» (Moliêre).,Portuguese
bestin him»(Moliêre).,Portuguese
"Para socorrer alguém, deve-se-lhe levar palavras construtivas e reconfortantes e",Portuguese
não incitá-lo ao mal.,Portuguese
"NZO KANA TUNGA YO, LEKA YO.",Portuguese
Se construíres uma casa deves dormir nela.,Portuguese
«Quem boa cama fizer nela se deitará».,Portuguese
288,Portuguese
"NZO KANATWA, VUMU KASISWA.",Portuguese
O viajante deve ser previdente.,Portuguese
NZO KOLEKA KO KUZEYE ITATIKANGA KO.,Portuguese
NZO LUFUMBA. DYAMBU LUFULU.,Portuguese
"Uma coisa tem um fundamento, um problema deve ter uma causa.",Portuguese
queza».,Portuguese
NZUNDU ISIDI KW'ALEKE SE YE TETELA NKANDI.,Portuguese
"Quando o martelo da família fica nas mãos dos jovens, ele torna-se um quebra-",Portuguese
-nozes.,Portuguese
289,Portuguese
fins banais.,Portuguese
noisettes.,Portuguese
fins banaux.,Portuguese
crackers.,Portuguese
trivial matters.,Portuguese
290,Portuguese
description,language
"OLUNDA, OLUNDILA NZAL ANKWENO.",Portuguese
demais.,Portuguese
Escandinavo - Rosa Sha).,Portuguese
nave — Rosa Sha).,Portuguese
— Rosa Sha).,Portuguese
"OMA KULENDI SOBA KO, VIBIDILA MO YOVO MENA KULENDI SOBA",Portuguese
"KO, VIBIDILA MO.",Portuguese
OTAMBULA OLUKA.,Portuguese
Évolués).,Portuguese
deux Évolués).,Portuguese
291,Portuguese
Évolués).,Portuguese
Quem persevera vencerá;,Portuguese
"WAN'WUTA WANYAMBULA, WANSOPA WANKWAMINA.",Portuguese
seu responsável. :,Portuguese
Este provérbio deriva da ordem divina sobre o casamento: «O varão deixará o seu,Portuguese
ponsable.,Portuguese
flesh» (Gen. 2:24).,Portuguese
"OVOVELA VANDONGA, NTU ANDI KAKUTULA,",Portuguese
"OYO KAKABUKANGA KO, YANDI KAYEDL, YANDI KALUNGI (YANI",Portuguese
KANUNGI.,Portuguese
"Quem nunca se aventura: nem perde, nem vence.",Portuguese
"«Quem fica sentado seca, quem vai lambe». Segundo o Pe. António Vieira, «vale",Portuguese
"leões comandados por una ovelha»: Um é audacioso, o outro é tímido.",Portuguese
292,Portuguese
"OY'OKANGALA YE MBENDO, OYENDA KO NDÁ.",Portuguese
Quem viaja com um porta-carga vai longe.,Portuguese
tador levanta ou transfere uma parte do fardo da cabeça ou do ombro sobre o ala-,Portuguese
necessário para se recuperar da fatiga. O mbendo ou porta-carga simboliza por-,Portuguese
universo» (Arquimedes).,Portuguese
activité harassante.,Portuguese
"gravity, exclaimed once saying:",Portuguese
"OYO KATWELE NLELE KAMWENE NSONI KO, OYO UKUNTALA",Portuguese
KAMONA MPE NSONIKO.,Portuguese
"Se quem se despede não tem vergonha, também quem o olhar não terá vergonha.",Portuguese
293,Portuguese
"OY'OMENGA, DIMBU NSIZA MESO.",Portuguese
"OYO SIMBIDI KUMVINI MBUTA, ISIMBIDI KUMENO NKÉ (NLEKE).",Portuguese
segura pelo gume.,Portuguese
"OYO USWAMINI KU FUTA NKE, OYO USWAMINI KU MBUNDU MBUTA",Portuguese
(LUTIDN.,Portuguese
coração.,Portuguese
294,Portuguese
OY'OYUVULA KADYA KYA MBIKO (KYE MBIKO).,Portuguese
Quem pergunta não coma coisa má.,Portuguese
OYUVULA KAVILA KO.,Portuguese
Quem pergunta não se perde.,Portuguese
tanha; quem não o pede extravia-se mesmo na planície» (Prov. Turco — R. Sha).,Portuguese
295,Portuguese
S,Portuguese
SADILA NTANGU KADI MALAWU KAMAVUTUK ANGA KUNIMA KO.,Portuguese
«É bom malhar enquanto o ferro está quente».,Portuguese
SAKUBA DYA KULU DIWETE KASAKUBA DYA NWA KO.,Portuguese
mente curada»(prov. árabe).,Portuguese
arabe).,Portuguese
(Arabic prov.).,Portuguese
"SANGA-NGUNGA ATUFWENE VUMU, NTINU ANYIKIDI.",Portuguese
SASA KWAKU MWAN'ANKWENO KANSI KALENDI KITUKA MWAN'AKU,Portuguese
"KO, KADI SASA KAVWA KO.",Portuguese
297,Portuguese
SASALA KA BWA KO.,Portuguese
Escorregar não é cair.,Portuguese
«Nem toda escorregadela é uma caída».,Portuguese
"S ULENDANGA TOMA SASA ANA KUMI, KANSI ANA KUMI",Portuguese
KALENDANGA SASA $S DYAWU KO.,Portuguese
podem cuidar do seu único pai.,Portuguese
essa obrigação se sentem pouco ou não responsáveis pelo bem-estar do seu pai.,Portuguese
"numerosos filhos são uma bênção, mas para muitos filhos, um pai é considerado",Portuguese
298,Portuguese
"SEVA YE AY'ASEVANGA, DILA YE AY'ADILANGA.",Portuguese
"«Em Roma, faz como os Romanos».",Portuguese
SINZA KYAKI KYA TUWULA KALA NKALU.,Portuguese
Este cepo já nos fez partir uma calabaça.,Portuguese
shunned.,Portuguese
"SISA NSI YILELE, KUSISI NSI YITOKAMENE KO.",Portuguese
"Deixa um pais em paz, não deixa um pais em dificuldades.",Portuguese
"quando está em guerra, pois «os ausentes nem sempre têm razão»; outrossim, é",Portuguese
dépendent d'eux.,Portuguese
299,Portuguese
"SISA TATA UTANANGA NGO, KUSISI TATA UNWANANGA YE NGO KO.",Portuguese
"SOLE KANA SOLELA DYO SE DYAKU, KANDA KANA SOPELA DYO SE",Portuguese
DYAKU.,Portuguese
"também,",Portuguese
famille aussi.,Portuguese
get married becomes also yours.,Portuguese
lies.,Portuguese
SOVENKASA WASISA FWANGA.,Portuguese
«Separar o trigo do joio». «Separar o bom do mal».,Portuguese
SUKININA KANSI KUKONDI KO.,Portuguese
300,Portuguese
Better late than never.,Portuguese
"SUMBA NTOYO, ENLUTA FUNGU, ZAWONSO NUNI ZA MFWANGA YOVO",Portuguese
MVIYA.,Portuguese
mau augúrio.,Portuguese
como ela.,Portuguese
mauvais augure.,Portuguese
"«Dinheiro mal ganho, água o deu, água o levou».",Portuguese
«Bien mal acquis ne profite pas».,Portuguese
«Ill-gotten gains seldom prosper».,Portuguese
"SUNZI DYA MBINDU, NTU MUNTAMBI, NKILA MUNTAMBU,",Portuguese
UKANIKUKINA NKATU.,Portuguese
"SYA NKWENO MULONGA, VO KAFWENE MO KO, YANI NGEYE MOSI",Portuguese
IKWENDA MO.,Portuguese
cado no seu lugar.,Portuguese
301,Portuguese
NKINGA MALENGE KALEMBE).,Portuguese
"Quem espera comer em casa da sogra, encontra apenas abóbora.",Portuguese
"Esperar festejar em casa alheia, traz decepção.",Portuguese
gourds.,Portuguese
302,Portuguese
TADI DIMOSI DILENDA VONDA NUNI ZOLE.,Portuguese
Uma pedra pode matar duas aves.,Portuguese
TÁ DYE NTETEI TÁ.,Portuguese
"«Dá o primeiro golpe, ele será tanto forte como dois».",Portuguese
"TADI YE TADI KATUNGANGA NZO KO,",Portuguese
Pedra com pedra não constrói uma casa.,Portuguese
«Duro com o duro não faz bom muro».,Portuguese
"TAFUNA KUVITANGA, MINA IBOSI.",Portuguese
"Masticar vem primeiro, só depois engolir.",Portuguese
"TA KINGANA, BANGUNA KINGANA, KABANGU WAKOMWA",Portuguese
MUDYAMBU DYA KINGANA (KABANGULA KO).,Portuguese
"Diga um provérbio, e explique-o, pois Kabangu foi condenado por não ter con-",Portuguese
seguido traduzir o seu provérbio.,Portuguese
Cada provérbio tem um sentido e uma explicação e quando utilizá-lo deve saber,Portuguese
explicá-lo.,Portuguese
303,Portuguese
avoir su expliquer son proverbe.,Portuguese
TATA... E... E... E... ELE VANGA YELELE! -E MWAN'E! E E! VO VANGA,Portuguese
"VENGE, VANGULULA.",Portuguese
"TATA KAFWA KO, MUNZO KAVILA! FWA KWA NKAKA E VILA MUNZO",Portuguese
KWA NKAK' E?,Portuguese
"TATA NKENTO ISOPA! UMVWILE NZIMBU,",Portuguese
parte».,Portuguese
304,Portuguese
"TATA LUMBU KAFWA NGULU ZA IKUNZIKILA, «WAWU KENA MOYO",Portuguese
KAMONANGA ZO».,Portuguese
"Quando o meu pai morrer, vou honrar o seu funeral matando quatro porcos.",Portuguese
"«Uma coisa é dizer, outra é fazer».",Portuguese
TATA UKAYELENGE KAVUMININGI MPIPA KO. NGA NLEMBO MU MALU,Portuguese
MYA LUNGILA MYA KELE?,Portuguese
"Quando o meu pai andava, não tinha medo da noite! Mas foram completos os",Portuguese
seus dedos dos pés?,Portuguese
étaient-ils complets?,Portuguese
(Espanish proverb).,Portuguese
"TEKA NDYA YE SUMB'E NZALA.YOVO TEKELENDIA, MUSUMB""",Portuguese
ENZALA.,Portuguese
«Ele vendeu o Sol para comprar uma candeia». (Prov. Judaico — Rosa Sha); é tro-,Portuguese
car o indispensável pelo desnecessário.,Portuguese
305,Portuguese
TEKO DYA MBANGALA MUNKENDA ZA NZAMBI DIZINGILANGA —,Portuguese
"«Etutu dyabosoka ketolola dyo ko, evusu difita mwisi kezima dyo ko;",Portuguese
ovaikísila mfundu muna ziku.» (Yesaya 42:3).,Portuguese
(Esaie 42:3).,Portuguese
ment unto truth» (Isaiah 42:3).,Portuguese
"TELAMYANANGA 1 VIMPI, KUMUNANGA KIMBEVO.",Portuguese
"Estar em movimento é saude, estar apático e lamuriante é doença.",Portuguese
dinanismo ou protagonismo. Um homem apático e lamuriante é um doente e,Portuguese
inhibe o seu desenolvimento normal.,Portuguese
"TETA DYOKO, OKATULA MWANZI.",Portuguese
affaire.,Portuguese
"TOKO MFUKA ZANDI KADYANGA, KAYIMBANGA KO.",Portuguese
Um jovem pode endividar-se mas não deve roubar.,Portuguese
mo é o menor mal.,Portuguese
306,Portuguese
both evils.,Portuguese
"TOMA WA ITOMA SAMUNA,",Portuguese
Ouvir bem é poder informar com verdade.,Portuguese
«Ter ouvido sem reter nada não faz ciência».,Portuguese
"TONDA EKI KYAFYOTI, NZAMBI UKUVAN'EKI KYA INGI (KYA NENE).",Portuguese
"«Q pouco com Deus é muito, o muito sem Deus é pouco».",Portuguese
"TONDA MONO YALONGA, NGEYE MPE TONDA MONO YAWILA.",Portuguese
"TONDA NGANGA, MBEVO MUKINDA.",Portuguese
"«Não há cura, não pagamento».",Portuguese
"«No cure, no pay».",Portuguese
TONDO KANA DITUKA KUFULU DYA MPANGA YOVO DYA KOMENENA.,Portuguese
Um agradecimento deve ser sincero e espontâneo e não forçado ou simulado.,Portuguese
307,Portuguese
seu autor.,Portuguese
«Um grande agradecimento não se mete na algibeira» (Prov. Russo — R. Sha). O,Portuguese
grande agradecimento é espontâneo e vem do coração.,Portuguese
"sincêre,",Portuguese
TUDILANGA NDILA ZOLE: «E MONO ANDIDI»! «E MONO IKÍDIDI»!,Portuguese
é também o causador da mesma.,Portuguese
«Ninguém se arruína senão ajudado por si mesmo» (Prov. Japonês - Rosa Sha).,Portuguese
«É ir buscar lenha e vir tosquiado».,Portuguese
je me suis tué moi-même»!,Portuguese
"TUKALA MIKA MYA MBWA, LEKELA KUMOSI, SIKAMENA KUMOSI.",Portuguese
"Sejamos como o pêlo do cão, dormindo juntos e acordando juntos.",Portuguese
ensemble.,Portuguese
308,Portuguese
força».,Portuguese
TUKALA WOWO KALA KYA TUWANA.,Portuguese
resignação perante uma situação sem solução. «Resigna-te perante os inevitáveis,Portuguese
Bogomoletz).,Portuguese
(Victor Bogomoletz).,Portuguese
TUKATULA DYO KADIVYA KUNGOMBO.,Portuguese
Eliminemos este caso para não ser vaticinado pelo adivinhador.,Portuguese
against its author.,Portuguese
TUKATULA KUMA E DYAMBU DYA SALA.,Portuguese
"seus pecados» (Jer.31-34). «Não te deixes vencer do mal, mas vence o mal com o",Portuguese
bem» (Romanos 12:21).,Portuguese
309,Portuguese
"TULA MALU MUNKOKO, NTUNDULU (KY0ZI) KAKIDYANGA MUNTU KO.",Portuguese
"Ponha os pés no rio, o frio não mata ninguém",Portuguese
"TULA NKWAKU MULONGA, VO KAMUMEWENE KO, NGEYE MOSI",Portuguese
UVINGA MO.,Portuguese
"Podes procurar colocar o teu próximo numa bacia. Se ele não caber, serás tu",Portuguese
mesmo quem será castigado.,Portuguese
Esta máxima é utilizada quando uma armadilha preparada contra outrem se volta,Portuguese
contra o seu autor. Assemelha-se ao provérbio: «ir buscar lã e vir tosquiado».,Portuguese
"TULEK'E TULU, TWA LOT'E NDOZI.",Portuguese
"Durmamos, para sonharmos.",Portuguese
310,Portuguese
«Night brings good guidance».,Portuguese
TULU (KILU) KANA KIKONDA KUNTU KUVAVIDI KYO KUMALU KO.,Portuguese
"Se não tiveres o sono na cabeça, não o procures nos pés.",Portuguese
Rochefaucould).,Portuguese
pieds.,Portuguese
Rochefaucould).,Portuguese
O sono é parente da morte.,Portuguese
"consciente cujas funções reformam, recriam e regeneram o seu corpo € espírito.",Portuguese
TULU TUVILAKESANGA NZALA.,Portuguese
«O dormir é meio sustento».,Portuguese
31,Portuguese
"TUMANSENDE - MADILANGA KONSO MUNTU YE TAYI KYANDI,",Portuguese
KATUNKANGATI KO - MILEKANGA MU KUTU KIMOSI.,Portuguese
ciar sobre um dado problema.,Portuguese
small sac.,Portuguese
matter.,Portuguese
peita-te e respeita os outros.,Portuguese
TUNDA DYA NDOKI DYA LUMBU KIMOSI.,Portuguese
«No wonder lasts more than three days».,Portuguese
312,Portuguese
TUNDA DYA DINGI NSONGO YOVO KIMBEVO.,Portuguese
Uma grande fama é uma doença.,Portuguese
«O homem famoso não é sossegado».,Portuguese
TUNDA (KUMBU) DYA MFUMU NKANGU.,Portuguese
«Um chefe sem povo é um chefe apenas figurativo».,Portuguese
"TUNGU MAKUMATATU UNA YAWU KULENDELE YO NATA KO, ZOLELE",Portuguese
"DYAKA ZENGA TUNGU MAKUMATANU, WEYI UNATINA YO?",Portuguese
"aperta e quem tudo quer, tudo perde».",Portuguese
TUSOMPANA KWETO E NKANU MYA VILAKANWA YOVO MYAFWILA.,Portuguese
"Casemo-nos para esquecermos antigos conflitos, se houvesse.",Portuguese
machado da guerra.,Portuguese
313,Portuguese
hatchet.,Portuguese
TUTOSI DYA MÃZI KATUTOSI DYA MAZA KO. TOSIDYA MÃZI KANA,Portuguese
"DIBWA MUMAZA DITENGAMENE, TOSI DYA MAZA KANA DIBWA",Portuguese
MUMAZA DIVIDIDI.,Portuguese
grande influência.,Portuguese
laisse absoudre.,Portuguese
TUTU KYA KELE NDUNGU KAKIAKONDANGA NKEMO KO.,Portuguese
"TUTULA MALU MU NKOKO, NTUNDULU KA IDYANGA MUNTU KO.",Portuguese
314,Portuguese
TUTULA NSAMU MULAMBA KYA MASWA.,Portuguese
TUVUTUKILA VENA ZIDIDI.,Portuguese
TUZENGA MPIDL MBOMA NLÁ.,Portuguese
Este provérbio é utilizado quando se quer abreviar uma história longa.,Portuguese
"TUZIMINA ITUKWENDA KUVATA, ITUKWENDA KUMFINDA AMVUMBI",Portuguese
315,Portuguese
"TU ZINSUSU, YETO MOSI TUKIVATILANGA.",Portuguese
Somos galinhas: sustentamo-nos pelas nossas próprias patas.,Portuguese
TWELE KUFULU TWAYUVULA NDONA NKENTO KAVOVELANGA,Portuguese
VANDONGA KO.,Portuguese
nunciar em público.,Portuguese
discussão.,Portuguese
"TWENDA KATULWAKA KO, TULEKA, KAKUKYA KO.",Portuguese
"Se partirmos, não chegaremos ao destino; se dormirmos, não amanhecerá,",Portuguese
"Este provérbio é utilizado quando existe um dilema, uma situação sem solução",Portuguese
pas jour.,Portuguese
KAFWILANGA.,Portuguese
316,Portuguese
317,Portuguese
description,language
U,Portuguese
"UMOSI NINGA, AOLE WANTU.",Portuguese
"Uma pessoa só é uma sombra, Duas são pessoas.",Portuguese
UMPUTU KAKIMBEVO KO.,Portuguese
Pobreza não é uma doença.,Portuguese
UMPUTU WAYINGI YELA NKANU.,Portuguese
Muita pobreza faz perder o processo.,Portuguese
cês). Fala do dinheiro e cada um cala-se» (Prov. alemão).,Portuguese
(French proverb).,Portuguese
"UNDENDE N'DIMBA VWE, MYONGO VWE, MINI VWE, MPIPA",Portuguese
"VWE,NGEYE VO: «AVO YABAKA KANI KIVANGI DYAMBU KO».",Portuguese
LUVUNU! WANA NKI KIVANGIDI MPASI MAKUMOLE YE NSAMBWADI,Portuguese
MUKUNGINGA NDAMBU ZAWONSO?,Portuguese
"Perseguiu-me por nove vales, nove montanhas, durante nove dias e nove noites,",Portuguese
319,Portuguese
perseguiu com tanto encarnecimento em todos esses lugares e tempos? pois não,Portuguese
UNKETE O NSITA KETOKA YOVO (Variante 1): UMBANGU WA WINGI,Portuguese
BANGUMURA.,Portuguese
O óptimo é inimigo do bom.,Portuguese
«O excesso em tudo é condenável mesmo na virtude e na justiça».,Portuguese
Não há duas pessoas iguais no mundo. «Não seja imitador dos outros».,Portuguese
elles identiques?,Portuguese
Roy).,Portuguese
others».,Portuguese
"UNU KYAME, MBAZI KYAKU,",Portuguese
"Hoje é meu dia, amanhã é o seu.",Portuguese
320,Portuguese
"USWAMINI KUFUTA NKÉ, USWAMINI KUMBUNDU MBUTA YOVO: OYO",Portuguese
"USWAMINI KUMEFINDA NKÉ, OYO USWAMINI KUMBUNDU LUTIDI.",Portuguese
seu coração.,Portuguese
«O coração humano é uma fortaleza inexpugnável».,Portuguese
son coeur.,Portuguese
heart.,Portuguese
"UTUDYA YE TATA, FITA KUMAKAYA.",Portuguese
Vamos comer com o pai! O interesse do filho está em se regalar em detrimento,Portuguese
do pai.,Portuguese
«O mundo é governado pelo interesse pessoal» (Schiller).,Portuguese
321,Portuguese
V,Portuguese
"VA KATUKIDI DINU, E LULAKA SE LUTILA VANA.",Portuguese
"«Quem tem mazela, tudo lhe dá nela». «Onde há dor, aí pomos o dedo».",Portuguese
"VALANKUKUTU UTA YANGA, MBAMBI UTA TETA, KUNA MFUMU VATA",Portuguese
BAKIDI NGANDU LONGA DYAKATUMINI KO KATWIKILA TINI KYE,Portuguese
NGANDU. NGA MBIZI ZA MABABALA ZAWONSO NGEYE ZATOMENA?,Portuguese
animais escamosos são feitos só por ti?,Portuguese
"Este provérbio censura o homem açambarcador, ávido e cúpido, possuído pela",Portuguese
VAMBALA KYA MBANZA MBUTA UBWANGA KYO.,Portuguese
por ser aguerrido às vicissitudes da vida.,Portuguese
323,Portuguese
VANA VAKALANGA DYA IVARALANGA MOKO.,Portuguese
"Onde há comida, há também conversa.",Portuguese
commun interest.,Portuguese
VANA TUVOVELA MAMBU KAVAKADI BUNDU YE NIKU KO.,Portuguese
"Onde vamos tratar do assunto, não deve haver contendas ou brigas. --",Portuguese
"«Em tudo, nobreza obriga».",Portuguese
Onde comemos o mel é ali onde deixámos o bolso da sabedoria.,Portuguese
dos sábios princípios da vida e adoptamos soluções eradas.,Portuguese
sagesse.,Portuguese
VITA KO.,Portuguese
garda da guerra.,Portuguese
324,Portuguese
"VA NWANINI TUMPUKINYA-NGEMBO KAVATOLOKELE LUNYANGA KO,",Portuguese
NKETE ZINWANINI VO. YOVO (Variante): VA NWANINI N'WOLE KA,Portuguese
VATOLOKELE LUNYANGA KO NKETE ZINWANINI VO.,Portuguese
É uma prova do civismo das pessoas educadas ou temperadas pelos grandes,Portuguese
ton «aprês moi déluge».,Portuguese
eles não há argumentos».,Portuguese
d'égoiste.,Portuguese
egoist.,Portuguese
"VATA DYA KOND'AMBUTA, VATA DYAK OND” ENSIKU.",Portuguese
Uma aldeia semn velhos é uma aldeia sem leis.,Portuguese
«Uma aldeia sem velhos é uma aldeia infeliz» (provérbio Luo).,Portuguese
325,Portuguese
VATA DYA NAMBAKA: VAIKA YE VUTUKANGA KAKA.,Portuguese
qual se volta sempre.,Portuguese
"VATA DYA AKINAKYULA, VOVA WIZANA.",Portuguese
Na aldeia dos sapos reina o entendimento.,Portuguese
"coaxos responsivos dos sapos, os povos simples e rústicos manifestam um pleno",Portuguese
entendimento e uma união indissolúvel no seu meio.,Portuguese
KADIWONGANGA KO.,Portuguese
«harsh treatment pays no dividends».,Portuguese
VATA KADISOMPESANG'ANA KO FWA DIFWANGA.,Portuguese
"Onde não há casamentos, não há procriação, não há progenitura, e não há",Portuguese
326,Portuguese
"vindouras, em conformidade com o mandamento do Criador aos nossos primeiros",Portuguese
"parentes quando os juntou é abençoou e lhes disse: «Frutificai e multiplcai-vos, e",Portuguese
disparaitre.,Portuguese
VATA KADITAMBULANGA NZENZA KO KADIWONGANGA KO.,Portuguese
"sua aldeia ou em sua casa, é um insentivo e um enriquecimento para se conhe-",Portuguese
"cer, se expandir, e se desenvolver mutuamente.",Portuguese
jamais. .,Portuguese
VA WENDA MPIPA MENE LWAKA VO.,Portuguese
«Quem já conhece o caminho não se engana do seu destino».,Portuguese
327,Portuguese
"VIBIDILA MAMBU MA ZINGU, KUKADI YE NTIMA WATOTWA",Portuguese
KW'ANSUSUKO.,Portuguese
"VITA KAKIMFUMU KO, SUKININA KAWAYI KO.",Portuguese
escravidão.,Portuguese
"«Muitos primeiros serão os derradeiros, e muitos derradeiros serão os primeiros»",Portuguese
(S. Mat.19:30).,Portuguese
sonne esclave.,Portuguese
premiers» (S.Mat. 19:30).,Portuguese
bondage.,Portuguese
vida indolente.,Portuguese
«Pequeno descuido origina um grande mal» (V.Lespy).-,Portuguese
différence.,Portuguese
«Small negligence begets great harm» (V.Lespy).,Portuguese
VITA KUNWANI KO KANSI DYAMBU LANDA KWANI.,Portuguese
"Não se pode travar uma guerra sozinho, mas um homem só pode tratar um",Portuguese
assunto.,Portuguese
«Um homem só não faz um soldado» (Prov. Russo — Rosa Sha).,Portuguese
328,Portuguese
"VO BAKAMENE MU KOKO YOVO MU KULU, LENDA VULUKA, KANSI VO",Portuguese
"BAKAMENE MU NWA, VONZA, KULENDI VULUKA KO.",Portuguese
"Se fores apanhado pelos pés, podes ser salvo, mas se fores apanhado pela boca,",Portuguese
curada» (provérbio árabe).,Portuguese
cured» (Arabic proverb.).,Portuguese
"Quando tens novos amigos, não te esqueces dos antigos benfeitores.",Portuguese
"Se tiveres um processo contra o porco, não vás te queixar ao javali, pois são",Portuguese
todos iguais.,Portuguese
«Os semelhantes são solidários e defendem-se mutuamente».,Portuguese
ils sont tous semblables.,Portuguese
all alike.,Portuguese
329,Portuguese
"VO KANA FWA KO, KUDIMBUDI VUVU KO.",Portuguese
"VO KIN'OZOLELE KIKONDELE, ZOLA KINA UNA KYAWU.",Portuguese
mão não atinge é apenas um sonho». Dai: «quem limita os seus desejos é sempre rico».,Portuguese
"VO KUKUNINI KO KUSÃLA KO, YOVO KUYONZONA KO.",Portuguese
"Se não semeares, não colherás.",Portuguese
"Si tu ne sêmes pas, tu ne récolteras pas.",Portuguese
VO KUKWENDA YANDI KO KUMMANI NKUTA KO.,Portuguese
"Se não vai com ele, não acabe o seu mantimento.",Portuguese
330,Portuguese
"VO KULENDI LONGOKILA MU YINGANA KO, MUNKUNGA",Portuguese
ULONGOKILA.,Portuguese
"Se não poderes aprender pelos provérbios, aprenderá pelos cantos.",Portuguese
Provérbios e cantos são depositórios da sabedoria.,Portuguese
chants.,Portuguese
"VO KULENDI MATA MONGO KO, LENDA ZUNGULUKA WO NATE YE",Portuguese
KUNA NTU.,Portuguese
colimaçon.,Portuguese
